area_sqft,bedrooms,bathrooms,floors,age_years,garage,garden,swimming_pool,location_score,distance_city,school_nearby,furnishing,price_usd,price_per_sqft,total_rooms,amenity_score,age_category,location_tier
733.0,1,1,2,11.0,0,0,0,6.2,12.2,1,2,209700.0,286.08,2,0,2,1
2705.0,4,4,1,10.0,0,0,0,5.2,3.9,0,1,385900.0,142.66,8,0,2,1
4227.0,5,4,3,1.0,1,1,1,8.0,25.8,1,1,608100.0,143.86,9,4,3,2
5380.0,3,3,1,49.0,1,1,0,5.4,1.2,0,2,602600.0,112.01,6,2,0,1
2452.0,5,4,1,40.0,1,0,0,9.1,3.8,1,2,504700.0,205.83,9,1,0,2
4775.0,3,3,1,1.0,0,0,0,5.1,0.5,0,0,527100.0,110.39,6,0,3,1
3533.0,5,4,1,33.0,0,0,0,7.8,3.2,1,1,528500.0,149.59,9,0,0,2
3884.0,4,4,1,2.0,1,0,1,2.5,2.5,0,0,514800.0,132.54,8,3,3,0
4898.0,4,4,1,15.0,1,0,1,1.0,0.5,0,0,501100.0,102.31,8,3,2,0
3411.0,1,1,1,50.0,0,0,0,5.4,6.8,0,0,372200.0,109.12,2,0,0,1
1850.0,6,4,1,3.0,1,1,0,2.7,6.3,0,2,241500.0,130.54,10,2,3,0
4112.0,4,3,2,22.0,1,1,0,5.4,0.8,0,1,592500.0,144.09,7,2,1,1
1856.0,3,2,2,49.0,1,0,0,4.7,3.0,0,0,230800.0,124.35,5,1,0,1
3976.0,4,4,1,19.0,1,0,0,6.7,30.6,1,0,452300.0,113.76,8,1,1,2
4086.0,3,3,1,24.0,1,1,0,3.4,1.2,0,2,519900.0,127.24,6,2,1,0
4184.0,5,4,1,29.0,0,1,1,6.3,3.6,1,1,548300.0,131.05,9,3,1,1
1996.0,2,2,1,17.0,1,1,0,7.2,0.5,1,1,373600.0,187.17,4,2,1,2
4237.0,4,4,2,41.0,0,1,0,5.1,1.6,0,2,568300.0,134.13,8,1,0,1
3930.0,3,2,2,10.0,1,1,0,6.5,12.0,1,1,611400.0,155.57,5,2,2,1
3303.0,2,1,1,28.0,0,0,1,3.5,4.6,0,0,370700.0,112.23,3,2,1,0
1070.0,2,1,1,16.0,0,0,0,4.7,6.0,0,1,190400.0,177.94,3,0,1,1
1953.0,1,1,1,25.0,0,1,0,2.8,1.7,0,2,235500.0,120.58,2,1,1,0
3383.0,3,2,2,22.0,1,0,0,10.0,11.5,1,2,493800.0,145.97,5,1,1,2
3431.0,3,3,1,47.0,1,0,0,8.0,13.9,1,0,368200.0,107.32,6,1,0,2
957.0,3,2,3,19.0,1,0,1,8.8,2.0,1,0,307900.0,321.73,5,3,1,2
3619.0,3,3,2,44.0,0,1,0,7.9,0.5,1,0,492400.0,136.06,6,1,0,2
1267.0,3,3,1,1.0,1,1,0,4.2,0.8,0,1,286400.0,226.05,6,2,3,1
5068.0,4,3,2,23.0,0,0,0,2.4,10.7,0,1,572800.0,113.02,7,0,1,0
1745.0,1,1,3,30.0,0,0,0,4.7,1.5,0,0,240200.0,137.65,2,0,1,1
4785.0,5,4,2,26.0,1,1,0,6.5,6.8,1,2,727800.0,152.1,9,2,1,1
4319.0,5,4,1,1.0,0,0,0,4.9,1.7,0,1,455700.0,105.51,9,0,3,1
3345.0,4,4,1,13.0,1,0,0,1.0,1.9,0,1,391100.0,116.92,8,1,2,0
1139.0,3,3,2,3.0,1,1,1,7.0,0.5,1,2,366300.0,321.6,6,4,3,2
3379.0,5,4,2,48.0,1,0,0,2.3,3.9,0,1,330700.0,97.87,9,1,0,0
4736.0,2,1,2,12.0,0,0,0,4.7,0.9,0,1,402900.0,85.07,3,0,2,1
5435.0,2,1,3,35.0,1,1,0,9.0,5.0,1,1,619200.0,113.93,3,2,0,2
4375.0,2,2,3,34.0,0,0,1,5.6,9.1,0,2,500300.0,114.35,4,2,0,1
3108.0,4,3,3,43.0,1,1,0,7.7,4.6,1,0,422000.0,135.78,7,2,0,2
3379.0,1,1,1,7.0,1,0,0,6.2,12.2,1,2,448400.0,132.7,2,1,2,1
1524.0,3,2,2,1.0,0,0,0,3.5,13.5,0,0,207700.0,136.29,5,0,3,0
3556.0,6,4,2,5.0,1,0,0,7.0,11.9,1,0,454700.0,127.87,10,1,3,2
2181.0,5,4,2,30.0,1,0,0,5.4,27.6,0,0,293100.0,134.39,9,1,1,1
3924.0,3,2,2,9.0,0,1,1,2.5,2.7,0,2,439000.0,111.88,5,3,2,0
5085.0,2,2,1,43.0,1,1,1,2.2,2.1,0,1,632100.0,124.31,4,4,0,0
855.0,4,4,2,20.0,1,1,1,6.3,9.4,1,0,303400.0,354.85,8,4,1,1
5404.0,3,3,2,41.0,1,0,0,9.8,9.0,1,2,594800.0,110.07,6,1,0,2
2438.0,2,1,1,9.0,1,1,1,3.3,7.1,0,1,405300.0,166.24,3,4,2,0
2544.0,2,2,1,22.0,0,0,1,3.6,0.5,0,2,382000.0,150.16,4,2,1,1
609.0,5,4,1,2.0,0,1,1,6.3,8.1,1,0,300000.0,492.61,9,3,3,1
3471.0,4,4,1,31.0,1,1,0,2.9,27.0,0,0,318900.0,91.88,8,2,0,0
1397.0,4,4,1,19.0,1,0,0,10.0,4.1,1,1,420800.0,301.22,8,1,1,2
1615.0,5,4,1,9.0,1,0,0,3.8,34.3,0,2,189300.0,117.21,9,1,2,1
2424.0,3,2,2,28.0,0,0,1,4.5,4.4,0,1,385100.0,158.87,5,2,1,1
5069.0,3,2,2,40.0,1,0,0,3.9,1.5,0,1,544800.0,107.48,5,1,0,1
3736.0,3,3,2,50.0,1,1,0,7.4,5.1,1,2,564200.0,151.02,6,2,0,2
2793.0,3,3,2,45.0,0,0,1,9.8,6.8,1,0,340300.0,121.84,6,2,0,2
823.0,3,3,1,33.0,0,0,0,4.1,9.9,0,1,146300.0,177.76,6,0,0,1
4758.0,4,4,1,36.0,1,0,0,7.2,7.0,1,1,513000.0,107.82,8,1,0,2
4525.0,4,3,3,19.0,1,1,1,2.9,7.7,0,0,469900.0,103.85,7,4,1,0
5384.0,5,4,1,7.0,1,0,1,7.4,0.5,1,0,754700.0,140.17,9,3,2,2
4600.0,3,3,3,6.0,1,0,0,9.0,2.9,1,2,620200.0,134.83,6,1,2,2
2233.0,4,3,2,5.0,0,0,1,8.4,3.7,1,2,416000.0,186.3,7,2,3,2
2752.0,4,4,2,10.0,0,1,0,5.8,43.5,0,0,275700.0,100.18,8,1,2,1
1110.0,3,2,3,43.0,0,0,0,3.4,3.5,0,0,163500.0,147.3,5,0,0,0
984.0,4,4,1,17.0,1,1,0,5.5,22.7,0,0,245500.0,249.49,8,2,1,1
1004.0,2,1,1,50.0,1,0,0,4.9,3.6,0,2,183000.0,182.27,3,1,0,1
5213.0,3,2,2,41.0,1,0,0,4.6,1.0,0,1,608800.0,116.78,5,1,0,1
5171.0,2,1,1,28.0,1,0,0,5.9,2.8,0,2,733100.0,141.77,3,1,1,1
2600.0,3,2,3,24.0,0,0,1,5.4,3.2,0,2,407100.0,156.58,5,2,1,1
3356.0,3,3,1,20.0,1,0,0,6.9,38.3,1,1,315300.0,93.95,6,1,1,2
2268.0,4,4,2,45.0,1,0,1,6.9,11.2,1,0,398000.0,175.49,8,3,0,2
2060.0,6,4,2,2.0,1,1,0,5.4,26.8,0,1,417200.0,202.52,10,2,3,1
4236.0,4,4,2,17.0,1,0,0,6.4,18.0,1,0,586100.0,138.36,8,1,1,1
3324.0,4,4,1,23.0,1,0,1,8.1,8.6,1,0,484100.0,145.64,8,3,1,2
5409.0,3,3,1,46.0,0,1,1,4.4,11.3,0,0,546200.0,100.98,6,3,0,1
4778.0,4,4,2,37.0,1,0,0,5.5,9.8,0,1,599100.0,125.39,8,1,0,1
2648.0,2,2,1,9.0,0,1,0,3.4,11.0,0,1,321900.0,121.56,4,1,2,0
4746.0,3,3,2,26.0,1,1,0,6.5,3.1,1,1,642500.0,135.38,6,2,1,1
5380.0,3,2,2,11.0,1,0,0,5.9,5.2,0,1,586500.0,109.01,5,1,2,1
1316.0,3,3,2,6.0,0,1,1,6.4,9.0,1,0,346600.0,263.37,6,3,2,1
5144.0,1,1,2,16.0,1,0,0,3.5,0.5,0,2,508100.0,98.78,2,1,1,0
5183.0,2,2,1,0.0,0,0,0,7.0,6.6,1,1,686500.0,132.45,4,0,3,2
2423.0,3,3,2,49.0,1,0,0,5.7,19.6,0,0,247700.0,102.23,6,1,0,1
2681.0,6,4,3,25.0,1,0,0,7.6,6.8,1,1,383500.0,143.04,10,1,1,2
4019.0,3,3,1,14.0,0,0,0,4.6,8.0,0,1,410600.0,102.16,6,0,2,1
2174.0,3,3,3,50.0,0,0,0,6.9,2.3,1,0,321800.0,148.02,6,0,0,2
849.0,2,1,1,32.0,0,0,0,6.4,15.8,1,0,134000.0,157.83,3,0,0,1
1273.0,4,4,1,36.0,0,0,0,8.5,4.4,1,2,258500.0,203.06,8,0,0,2
5133.0,3,3,1,46.0,1,0,0,5.3,31.4,0,0,536700.0,104.56,6,1,0,1
2765.0,2,2,3,30.0,0,0,0,4.4,50.0,0,1,222800.0,80.58,4,0,1,1
1370.0,3,2,1,34.0,0,0,0,4.5,24.8,0,2,166400.0,121.46,5,0,0,1
4562.0,1,1,3,0.0,1,0,1,3.3,0.9,0,1,536700.0,117.65,2,3,3,0
4963.0,1,1,3,7.0,1,0,0,4.5,4.1,0,0,628300.0,126.6,2,1,2,1
2584.0,2,2,1,11.0,0,0,0,1.0,29.0,0,2,208300.0,80.61,4,0,2,0
1677.0,1,1,1,18.0,1,1,1,8.2,16.3,1,1,331100.0,197.44,2,4,1,2
835.0,2,2,2,24.0,1,1,0,9.4,24.2,1,1,235800.0,282.4,4,2,1,2
988.0,3,3,1,31.0,0,0,0,5.2,8.5,0,1,217200.0,219.84,6,0,0,1
3637.0,4,4,2,11.0,1,1,0,6.4,6.5,1,2,522000.0,143.52,8,2,2,1
5458.0,3,2,1,12.0,1,0,0,5.8,1.1,0,2,735400.0,134.74,5,1,2,1
2448.0,3,2,1,27.0,0,0,0,2.9,18.3,0,2,245900.0,100.45,5,0,1,0
5319.0,3,3,2,0.0,1,1,0,7.6,13.7,1,1,725300.0,136.36,6,2,3,2
3414.0,5,4,1,50.0,0,0,0,7.9,0.6,1,2,449900.0,131.78,9,0,0,2
3974.0,3,3,1,5.0,1,1,0,3.4,2.3,0,2,435200.0,109.51,6,2,3,0
3878.0,2,2,1,7.0,1,0,1,6.2,8.1,1,2,406800.0,104.9,4,3,2,1
1852.0,4,3,1,3.0,1,0,0,5.0,11.5,0,2,341800.0,184.56,7,1,3,1
4581.0,2,1,2,4.0,0,0,0,7.9,1.5,1,0,555200.0,121.2,3,0,3,2
5273.0,3,2,2,24.0,1,0,1,5.3,2.8,0,1,667600.0,126.61,5,3,1,1
2722.0,3,3,1,21.0,1,0,0,5.4,2.1,0,0,454800.0,167.08,6,1,1,1
5130.0,5,4,2,27.0,1,0,0,9.1,2.5,1,1,613900.0,119.67,9,1,1,2
2750.0,3,3,2,38.0,1,1,1,2.9,25.3,0,0,284800.0,103.56,6,4,0,0
5459.0,4,3,1,22.0,1,0,0,6.0,12.6,1,2,551100.0,100.95,7,1,1,1
1929.0,6,4,1,3.0,1,0,0,5.7,13.4,0,1,260200.0,134.89,10,1,3,1
1958.0,2,2,3,3.0,1,0,1,4.3,15.8,0,1,315600.0,161.18,4,3,3,1
3082.0,3,2,2,46.0,1,1,0,9.6,4.4,1,1,529300.0,171.74,5,2,0,2
5142.0,3,3,2,20.0,0,0,0,6.2,14.6,1,0,561700.0,109.24,6,0,1,1
2617.0,3,3,2,36.0,0,0,1,6.8,38.4,1,1,276700.0,105.73,6,2,0,2
1931.0,3,3,1,40.0,1,1,0,7.1,12.0,1,1,315200.0,163.23,6,2,0,2
4944.0,5,4,2,1.0,1,0,1,4.9,5.4,0,2,654100.0,132.3,9,3,3,1
4861.0,4,3,2,6.0,0,0,0,8.0,12.6,1,0,661000.0,135.98,7,0,2,2
1958.0,4,3,2,48.0,0,1,0,7.6,23.1,1,0,332300.0,169.71,7,1,0,2
5237.0,3,3,1,15.0,1,1,0,5.3,1.4,0,1,575000.0,109.8,6,2,2,1
5454.0,4,3,1,16.0,0,0,0,7.4,3.1,1,0,608500.0,111.57,7,0,1,2
3777.0,6,4,1,19.0,1,0,0,8.0,25.2,1,0,532400.0,140.96,10,1,1,2
2728.0,4,4,3,22.0,1,1,0,7.1,29.2,1,0,370100.0,135.67,8,2,1,2
2780.0,1,1,1,33.0,1,0,0,3.8,6.6,0,1,329600.0,118.56,2,1,0,1
5492.0,4,4,1,10.0,0,1,0,5.3,4.7,0,0,566400.0,103.13,8,1,2,1
737.0,2,1,1,33.0,1,0,0,6.5,3.3,1,1,247100.0,335.28,3,1,0,1
4072.0,3,3,1,32.0,0,0,0,6.0,6.9,1,2,494500.0,121.44,6,0,0,1
3432.0,2,2,2,25.0,1,0,1,4.0,27.3,0,2,294700.0,85.87,4,3,1,1
4179.0,4,4,2,1.0,1,1,0,4.9,1.6,0,1,590900.0,141.4,8,2,3,1
3631.0,4,3,2,22.0,1,1,0,6.2,5.4,1,1,513200.0,141.34,7,2,1,1
4764.0,2,2,1,40.0,0,1,1,2.5,24.3,0,0,458700.0,96.28,4,3,0,0
3193.0,3,3,2,21.0,1,1,0,5.5,4.3,0,0,548600.0,171.81,6,2,1,1
4900.0,3,3,1,33.0,1,0,0,6.9,14.6,1,0,529200.0,108.0,6,1,0,2
4418.0,3,2,1,14.0,1,0,0,6.1,4.9,1,1,428700.0,97.03,5,1,2,1
4738.0,2,2,1,9.0,0,1,1,3.8,16.3,0,1,582400.0,122.92,4,3,2,1
4423.0,3,3,1,14.0,1,1,0,4.1,39.6,0,2,333800.0,75.47,6,2,2,1
4642.0,4,4,1,41.0,1,1,0,8.5,4.9,1,2,559300.0,120.49,8,2,0,2
2506.0,2,2,2,28.0,1,1,1,3.6,18.6,0,0,323000.0,128.89,4,4,1,1
1360.0,2,1,2,22.0,0,0,1,7.9,44.6,1,1,199800.0,146.91,3,2,1,2
4045.0,3,2,2,16.0,0,0,0,4.3,41.2,0,0,350500.0,86.65,5,0,1,1
1499.0,5,4,1,8.0,0,1,0,7.8,5.7,1,1,355800.0,237.36,9,1,2,2
5055.0,4,4,1,49.0,1,0,1,6.6,6.7,1,0,734600.0,145.32,8,3,0,2
3547.0,4,3,1,35.0,1,0,0,4.8,3.6,0,2,310800.0,87.62,7,1,0,1
2319.0,3,3,3,8.0,0,1,0,2.0,3.8,0,2,320900.0,138.38,6,1,2,0
880.0,3,2,2,15.0,1,0,0,6.3,6.8,1,0,218600.0,248.41,5,1,2,1
3866.0,1,1,2,35.0,1,1,0,5.9,2.2,0,2,428000.0,110.71,2,2,0,1
2487.0,4,3,1,47.0,1,0,1,6.3,12.4,1,1,422700.0,169.96,7,3,0,1
3866.0,5,4,2,50.0,0,1,0,6.6,7.7,1,1,532000.0,137.61,9,1,0,2
1266.0,4,4,1,32.0,1,1,1,2.9,22.8,0,1,241400.0,190.68,8,4,0,0
4788.0,5,4,2,30.0,0,0,0,6.3,16.6,1,1,469500.0,98.06,9,0,1,1
1271.0,4,4,3,5.0,0,0,0,7.0,3.9,1,2,392900.0,309.13,8,0,3,2
2569.0,2,1,3,9.0,1,0,0,7.0,7.0,1,2,357800.0,139.28,3,1,2,2
4756.0,5,4,2,15.0,1,0,0,3.0,13.9,0,1,602700.0,126.72,9,1,2,0
3722.0,2,1,1,3.0,0,0,1,7.8,2.1,1,2,487300.0,130.92,3,2,3,2
5299.0,3,3,3,21.0,0,0,0,6.4,0.5,1,2,709100.0,133.82,6,0,1,1
5377.0,2,2,2,12.0,0,0,0,6.6,19.1,1,1,572500.0,106.47,4,0,2,2
4500.0,1,1,1,15.0,0,0,0,3.7,1.5,0,0,352300.0,78.29,2,0,2,1
1123.0,3,2,1,28.0,1,0,1,7.0,22.0,1,1,254100.0,226.27,5,3,1,2
2993.0,3,2,1,5.0,0,1,1,2.1,24.5,0,2,399800.0,133.58,5,3,3,0
3717.0,3,3,1,25.0,1,0,0,3.8,6.2,0,0,456300.0,122.76,6,1,1,1
3193.0,3,3,1,10.0,0,1,0,8.0,16.4,1,1,421200.0,131.91,6,1,2,2
2568.0,1,1,2,23.0,0,1,0,6.9,4.5,1,0,414000.0,161.21,2,1,1,2
2353.0,2,2,1,28.0,0,1,0,6.1,19.5,1,2,317300.0,134.85,4,1,1,1
2896.0,3,3,1,2.0,0,1,0,7.4,17.4,1,2,502500.0,173.52,6,1,3,2
2861.0,3,3,2,9.0,0,0,0,7.5,0.8,1,1,444400.0,155.33,6,0,2,2
2886.0,4,4,2,0.0,1,1,0,7.0,8.7,1,1,457500.0,158.52,8,2,3,2
4802.0,4,4,2,42.0,0,0,0,5.1,10.2,0,2,591600.0,123.2,8,0,0,1
3478.0,4,4,1,25.0,1,1,0,3.7,0.5,0,0,451900.0,129.93,8,2,1,1
4743.0,4,4,3,11.0,1,1,0,4.2,39.1,0,2,528600.0,111.45,8,2,2,1
4244.0,3,3,3,13.0,1,0,0,8.3,5.2,1,1,524000.0,123.47,6,1,2,2
5032.0,4,4,1,24.0,1,0,0,2.9,7.3,0,1,602600.0,119.75,8,1,1,0
2655.0,3,3,1,7.0,0,0,0,6.5,2.2,1,1,449700.0,169.38,6,0,2,1
5320.0,3,3,2,42.0,0,1,0,6.5,9.4,1,1,685100.0,128.78,6,1,0,1
1876.0,4,3,2,3.0,1,0,0,8.4,16.6,1,2,318300.0,169.67,7,1,3,2
3366.0,3,3,3,27.0,1,0,1,6.5,8.8,1,2,436800.0,129.77,6,3,1,1
902.0,4,4,3,6.0,1,0,0,4.7,15.5,0,2,227800.0,252.55,8,1,2,1
1238.0,4,4,2,9.0,0,0,1,4.7,13.1,0,0,275500.0,222.54,8,2,2,1
655.0,5,4,2,50.0,1,1,0,5.5,2.7,0,1,204700.0,312.52,9,2,0,1
5421.0,5,4,1,35.0,0,1,0,7.8,5.7,1,1,703800.0,129.83,9,1,0,2
1125.0,3,3,1,1.0,0,0,0,7.1,1.6,1,2,287100.0,255.2,6,0,3,2
5169.0,3,2,1,25.0,1,0,0,3.3,0.5,0,1,610700.0,118.15,5,1,1,0
4723.0,3,3,2,49.0,0,0,0,6.1,0.7,1,2,684400.0,144.91,6,0,0,1
2725.0,3,2,2,13.0,0,0,0,7.2,28.6,1,2,328500.0,120.55,5,0,2,2
3887.0,4,4,2,15.0,0,1,0,5.0,41.7,0,1,363800.0,93.59,8,1,2,1
964.0,4,4,1,42.0,1,0,1,1.2,1.0,0,2,239300.0,248.24,8,3,0,0
5221.0,4,4,2,41.0,1,0,0,5.1,4.1,0,2,600300.0,114.98,8,1,0,1
2246.0,3,3,1,16.0,0,1,0,2.5,1.2,0,2,314200.0,139.89,6,1,1,0
1518.0,2,2,1,45.0,1,1,0,2.2,18.0,0,1,186700.0,122.99,4,2,0,0
3397.0,3,2,2,21.0,0,0,0,7.6,6.9,1,2,447400.0,131.7,5,0,1,2
2131.0,2,2,2,3.0,1,0,0,10.0,9.7,1,0,354800.0,166.49,4,1,3,2
3945.0,5,4,3,18.0,1,0,0,8.2,7.8,1,1,491200.0,124.51,9,1,1,2
2506.0,3,2,1,1.0,1,1,0,1.0,12.4,0,0,263900.0,105.31,5,2,3,0
3686.0,2,2,1,38.0,0,1,0,5.2,3.8,0,0,391300.0,106.16,4,1,0,1
5180.0,1,1,1,8.0,1,0,0,4.3,1.5,0,2,594600.0,114.79,2,1,2,1
2675.0,4,4,1,18.0,0,0,0,2.6,0.5,0,1,398200.0,148.86,8,0,1,0
1313.0,4,4,3,15.0,1,1,1,6.4,5.9,1,0,439200.0,334.5,8,4,2,1
1662.0,3,3,2,24.0,0,1,1,5.1,23.8,0,1,258300.0,155.42,6,3,1,1
2576.0,2,2,3,47.0,0,1,1,3.2,3.6,0,2,315400.0,122.44,4,3,0,0
1896.0,3,3,1,17.0,1,0,0,1.4,2.2,0,2,199300.0,105.12,6,1,1,0
725.0,3,3,3,22.0,1,0,0,4.3,26.0,0,0,157900.0,217.79,6,1,1,1
5232.0,4,3,1,20.0,1,0,0,5.5,1.1,0,2,667900.0,127.66,7,1,1,1
4196.0,4,3,3,10.0,1,0,0,5.3,0.5,0,1,495000.0,117.97,7,1,2,1
3883.0,3,2,1,38.0,0,0,0,7.6,21.2,1,1,358600.0,92.35,5,0,0,2
2203.0,2,2,1,40.0,1,0,1,6.2,12.1,1,1,422600.0,191.83,4,3,0,1
666.0,6,4,2,3.0,1,0,0,4.8,5.5,0,2,244000.0,366.37,10,1,3,1
832.0,3,3,3,24.0,0,1,0,3.9,14.0,0,2,191900.0,230.65,6,1,1,1
2756.0,4,4,1,31.0,1,0,0,2.0,13.5,0,0,286000.0,103.77,8,1,0,0
1769.0,2,2,1,29.0,0,1,0,3.3,0.5,0,1,203700.0,115.15,4,1,1,0
2758.0,3,2,3,44.0,1,0,0,8.2,11.3,1,1,456400.0,165.48,5,1,0,2
4806.0,1,1,1,25.0,0,1,0,7.2,10.2,1,1,412900.0,85.91,2,1,1,2
2093.0,3,3,1,35.0,1,0,0,6.1,33.2,1,1,301000.0,143.81,6,1,0,1
5318.0,6,4,1,50.0,1,1,0,4.5,34.0,0,1,535100.0,100.62,10,2,0,1
4607.0,3,3,1,33.0,1,0,0,8.0,4.7,1,1,554900.0,120.45,6,1,0,2
3072.0,1,1,3,8.0,1,0,0,3.5,8.9,0,0,334700.0,108.95,2,1,2,0
3260.0,1,1,2,11.0,1,1,1,3.5,1.5,0,1,445300.0,136.6,2,4,2,0
3339.0,3,3,2,1.0,1,0,0,5.3,0.7,0,2,430900.0,129.05,6,1,3,1
2361.0,2,2,3,37.0,0,0,0,1.1,5.7,0,1,245900.0,104.15,4,0,0,0
4114.0,1,1,1,4.0,1,1,1,3.4,11.7,0,2,415300.0,100.95,2,4,3,0
2575.0,4,4,1,4.0,0,1,0,5.0,8.4,0,0,275800.0,107.11,8,1,3,1
2962.0,3,2,1,21.0,1,0,0,4.6,5.6,0,1,395200.0,133.42,5,1,1,1
1476.0,3,3,1,4.0,0,0,0,3.5,17.0,0,1,273200.0,185.09,6,0,3,0
4412.0,5,4,1,3.0,1,0,0,9.6,15.8,1,0,645900.0,146.4,9,1,3,2
4048.0,2,2,3,8.0,1,0,0,8.2,13.2,1,0,522100.0,128.98,4,1,2,2
1912.0,6,4,2,28.0,1,1,0,8.9,0.8,1,2,428400.0,224.06,10,2,1,2
2060.0,3,3,1,21.0,1,0,0,5.3,15.9,0,1,281700.0,136.75,6,1,1,1
3309.0,5,4,2,26.0,1,0,0,4.5,25.2,0,1,372300.0,112.51,9,1,1,1
2924.0,4,3,2,9.0,1,1,1,8.7,0.6,1,1,561900.0,192.17,7,4,2,2
2333.0,4,4,3,15.0,0,0,0,5.7,5.1,0,2,275800.0,118.22,8,0,2,1
2205.0,6,4,3,41.0,0,1,0,3.4,44.5,0,1,163200.0,74.01,10,1,0,0
3163.0,3,2,2,41.0,1,0,0,3.5,9.1,0,2,374700.0,118.46,5,1,0,0
4021.0,6,4,2,50.0,0,0,0,4.9,7.2,0,1,462600.0,115.05,10,0,0,1
4117.0,3,3,2,9.0,0,0,1,5.5,2.0,0,1,478000.0,116.1,6,2,2,1
2997.0,3,3,2,5.0,0,0,1,5.7,8.3,0,0,384400.0,128.26,6,2,3,1
4335.0,3,2,1,48.0,1,0,0,5.1,5.8,0,2,439200.0,101.31,5,1,0,1
3470.0,3,2,1,4.0,1,0,1,10.0,1.4,1,1,548900.0,158.18,5,3,3,2
1760.0,2,2,2,5.0,1,0,0,2.8,6.2,0,1,295900.0,168.12,4,1,3,0
5454.0,3,2,1,46.0,0,0,1,6.8,1.8,1,0,543400.0,99.63,5,2,0,2
842.0,3,2,1,24.0,1,0,0,4.5,13.1,0,1,191500.0,227.43,5,1,1,1
3190.0,4,4,2,50.0,1,0,0,5.4,36.4,0,0,360200.0,112.92,8,1,0,1
1663.0,4,4,1,49.0,1,0,0,7.4,6.3,1,1,322000.0,193.63,8,1,0,2
4924.0,3,3,2,3.0,1,1,0,1.9,10.0,0,2,565200.0,114.78,6,2,3,0
3195.0,3,2,2,39.0,0,0,0,3.6,5.6,0,2,374000.0,117.06,5,0,0,1
1519.0,3,3,3,47.0,1,0,1,5.2,1.5,0,0,270700.0,178.21,6,3,0,1
605.0,2,1,1,31.0,0,1,1,8.5,35.3,1,2,182400.0,301.49,3,3,0,2
1067.0,2,2,1,50.0,0,0,0,8.4,1.4,1,2,275300.0,258.01,4,0,0,2
4770.0,3,2,2,34.0,1,1,0,8.1,1.2,1,1,560800.0,117.57,5,2,0,2
603.0,3,3,2,9.0,1,1,1,1.1,6.1,0,1,211000.0,349.92,6,4,2,0
1245.0,6,4,3,33.0,0,0,0,3.4,10.8,0,2,279600.0,224.58,10,0,0,0
717.0,3,2,1,35.0,1,0,0,3.5,4.4,0,1,159800.0,222.87,5,1,0,0
3528.0,3,2,1,5.0,1,1,0,5.4,2.1,0,1,425800.0,120.69,5,2,3,1
3151.0,3,2,3,42.0,1,0,0,1.8,17.1,0,1,280600.0,89.05,5,1,0,0
4889.0,2,2,1,45.0,0,1,0,7.7,4.5,1,0,526400.0,107.67,4,1,0,2
1446.0,3,2,2,15.0,0,0,0,1.5,2.2,0,2,194500.0,134.51,5,0,2,0
3362.0,4,4,1,18.0,1,0,0,7.6,4.5,1,1,550900.0,163.86,8,1,1,2
1741.0,3,3,1,33.0,1,0,0,7.2,2.4,1,1,311900.0,179.15,6,1,0,2
2410.0,3,3,1,24.0,1,0,1,3.3,7.3,0,0,332600.0,138.01,6,3,1,0
1323.0,6,4,1,30.0,0,0,0,8.0,11.0,1,1,348100.0,263.11,10,0,1,2
824.0,5,4,2,48.0,1,1,0,4.8,16.1,0,1,204200.0,247.82,9,2,0,1
5227.0,4,3,3,40.0,0,1,0,4.3,2.6,0,1,540600.0,103.42,7,1,0,1
4808.0,3,3,1,16.0,1,1,0,4.7,1.8,0,2,617400.0,128.41,6,2,1,1
5254.0,4,3,2,46.0,0,0,0,4.8,0.5,0,0,634200.0,120.71,7,0,0,1
2648.0,2,2,1,29.0,1,1,0,5.0,2.6,0,0,348700.0,131.68,4,2,1,1
5349.0,3,3,2,38.0,0,1,0,5.1,0.5,0,1,700500.0,130.96,6,1,0,1
5015.0,1,1,1,30.0,1,1,0,3.7,4.2,0,1,504100.0,100.52,2,2,1,1
2173.0,3,2,3,18.0,0,0,0,4.2,1.6,0,0,341500.0,157.16,5,0,1,1
2428.0,3,2,2,34.0,1,1,0,4.4,8.7,0,0,392000.0,161.45,5,2,0,1
2517.0,2,1,2,28.0,1,0,0,8.8,4.8,1,2,377600.0,150.02,3,1,1,2
4834.0,6,4,2,0.0,1,0,0,4.4,1.0,0,0,557200.0,115.27,10,1,3,1
2626.0,5,4,2,3.0,0,1,1,4.2,5.1,0,2,482800.0,183.85,9,3,3,1
4344.0,4,4,3,27.0,0,0,0,8.5,2.3,1,1,585700.0,134.83,8,0,1,2
1501.0,3,2,2,17.0,1,0,0,4.9,11.4,0,1,226400.0,150.83,5,1,1,1
5385.0,5,4,3,25.0,0,1,0,3.7,4.5,0,0,569300.0,105.72,9,1,1,1
2639.0,2,2,2,39.0,0,0,1,3.3,1.6,0,2,288400.0,109.28,4,2,0,0
609.0,4,4,1,18.0,0,1,0,2.7,4.3,0,0,172700.0,283.58,8,1,1,0
860.0,2,2,2,5.0,0,1,0,6.6,2.5,1,1,266500.0,309.88,4,1,3,2
2273.0,4,4,1,0.0,0,0,0,1.9,15.9,0,0,301000.0,132.42,8,0,3,0
2819.0,3,3,2,7.0,1,0,0,8.2,41.0,1,2,433900.0,153.92,6,1,2,2
